Date,Year,YearLabel,YearLabelShort,QuarterNumber,QuarterLabel,QuarterLabelShort,QuarterYearLabel,MonthNumber,MonthName,MonthNameShort,MonthYearLabel,WeekStart,WeekStartLabel,WeekStartNumber,WeekEnd,WeekEndLabel,WeekEndNumber,DayOfYearNumber,DayOfMonthNumber,WeekdayNumberMonSun,WeekdayNumberSunMon,DateLabel,WeekdayName,WeekdayNameShort,FinYear,FinYearLabel,FinYearLabelShort,FinQuarterNumber,FinQuarterLabel,FinQuarterLabelShort,FinQuarterYearLabel,FinMonthNumber,QuarterKey,MonthKey,WeekStartKey,WeekEndKey,DateKey,FinQuarterKey,FinMonthKey,IsCurrentYear,IsCurrentMonth,IsCurrentWeek,IsCurrentFinYear,IsWeekend,IsToday,IsTomorrow,IsYesterday
2011-08-26 00:00:00.000,2011,"CY 2011","CY 11",3,"Quarter 3","Q3","Q3, CY 11",8,"August","Aug","Aug-11",2011-08-22 00:00:00.000,"22-Aug-11",35,2011-08-28 00:00:00.000,"28-Aug-11",35,238,26,5,6,"26-Aug-11","Friday","Fri",2012,"FY 2012","FY 12",1,"Quarter 1","Q1","Q1, FY 12",2,"201103","201108","20110822","20110828","20110826","201201","201202","N","N","N","Y","N","N","N","N"
2011-09-02 00:00:00.000,2011,"CY 2011","CY 11",3,"Quarter 3","Q3","Q3, CY 11",9,"September","Sep","Sep-11",2011-08-29 00:00:00.000,"29-Aug-11",36,2011-09-04 00:00:00.000,"4-Sep-11",36,245,2,5,6,"2-Sep-11","Friday","Fri",2012,"FY 2012","FY 12",1,"Quarter 1","Q1","Q1, FY 12",3,"201103","201109","20110829","20110904","20110902","201201","201203","N","N","N","Y","N","N","N","N"
2011-09-09 00:00:00.000,2011,"CY 2011","CY 11",3,"Quarter 3","Q3","Q3, CY 11",9,"September","Sep","Sep-11",2011-09-05 00:00:00.000,"5-Sep-11",37,2011-09-11 00:00:00.000,"11-Sep-11",37,252,9,5,6,"9-Sep-11","Friday","Fri",2012,"FY 2012","FY 12",1,"Quarter 1","Q1","Q1, FY 12",3,"201103","201109","20110905","20110911","20110909","201201","201203","N","N","N","Y","N","N","N","N"
2011-09-16 00:00:00.000,2011,"CY 2011","CY 11",3,"Quarter 3","Q3","Q3, CY 11",9,"September","Sep","Sep-11",2011-09-12 00:00:00.000,"12-Sep-11",38,2011-09-18 00:00:00.000,"18-Sep-11",38,259,16,5,6,"16-Sep-11","Friday","Fri",2012,"FY 2012","FY 12",1,"Quarter 1","Q1","Q1, FY 12",3,"201103","201109","20110912","20110918","20110916","201201","201203","N","N","N","Y","N","N","N","N"
2011-09-23 00:00:00.000,2011,"CY 2011","CY 11",3,"Quarter 3","Q3","Q3, CY 11",9,"September","Sep","Sep-11",2011-09-19 00:00:00.000,"19-Sep-11",39,2011-09-25 00:00:00.000,"25-Sep-11",39,266,23,5,6,"23-Sep-11","Friday","Fri",2012,"FY 2012","FY 12",1,"Quarter 1","Q1","Q1, FY 12",3,"201103","201109","20110919","20110925","20110923","201201","201203","N","N","N","Y","N","N","N","N"
2011-09-30 00:00:00.000,2011,"CY 2011","CY 11",3,"Quarter 3","Q3","Q3, CY 11",9,"September","Sep","Sep-11",2011-09-26 00:00:00.000,"26-Sep-11",40,2011-10-02 00:00:00.000,"2-Oct-11",40,273,30,5,6,"30-Sep-11","Friday","Fri",2012,"FY 2012","FY 12",1,"Quarter 1","Q1","Q1, FY 12",3,"201103","201109","20110926","20111002","20110930","201201","201203","N","N","N","Y","N","N","N","N"
2012-07-06 00:00:00.000,2012,"CY 2012","CY 12",3,"Quarter 3","Q3","Q3, CY 12",7,"July","Jul","Jul-12",2012-07-02 00:00:00.000,"2-Jul-12",28,2012-07-08 00:00:00.000,"8-Jul-12",28,188,6,5,6,"6-Jul-12","Friday","Fri",2013,"FY 2013","FY 13",1,"Quarter 1","Q1","Q1, FY 13",1,"201203","201207","20120702","20120708","20120706","201301","201301","N","N","N","Y","N","N","N","N"
2012-07-13 00:00:00.000,2012,"CY 2012","CY 12",3,"Quarter 3","Q3","Q3, CY 12",7,"July","Jul","Jul-12",2012-07-09 00:00:00.000,"9-Jul-12",29,2012-07-15 00:00:00.000,"15-Jul-12",29,195,13,5,6,"13-Jul-12","Friday","Fri",2013,"FY 2013","FY 13",1,"Quarter 1","Q1","Q1, FY 13",1,"201203","201207","20120709","20120715","20120713","201301","201301","N","N","N","Y","N","N","N","N"
2012-07-20 00:00:00.000,2012,"CY 2012","CY 12",3,"Quarter 3","Q3","Q3, CY 12",7,"July","Jul","Jul-12",2012-07-16 00:00:00.000,"16-Jul-12",30,2012-07-22 00:00:00.000,"22-Jul-12",30,202,20,5,6,"20-Jul-12","Friday","Fri",2013,"FY 2013","FY 13",1,"Quarter 1","Q1","Q1, FY 13",1,"201203","201207","20120716","20120722","20120720","201301","201301","N","N","N","Y","N","N","N","N"
2012-07-27 00:00:00.000,2012,"CY 2012","CY 12",3,"Quarter 3","Q3","Q3, CY 12",7,"July","Jul","Jul-12",2012-07-23 00:00:00.000,"23-Jul-12",31,2012-07-29 00:00:00.000,"29-Jul-12",31,209,27,5,6,"27-Jul-12","Friday","Fri",2013,"FY 2013","FY 13",1,"Quarter 1","Q1","Q1, FY 13",1,"201203","201207","20120723","20120729","20120727","201301","201301","N","N","N","Y","N","N","N","N"
2012-08-03 00:00:00.000,2012,"CY 2012","CY 12",3,"Quarter 3","Q3","Q3, CY 12",8,"August","Aug","Aug-12",2012-07-30 00:00:00.000,"30-Jul-12",32,2012-08-05 00:00:00.000,"5-Aug-12",32,216,3,5,6,"3-Aug-12","Friday","Fri",2013,"FY 2013","FY 13",1,"Quarter 1","Q1","Q1, FY 13",2,"201203","201208","20120730","20120805","20120803","201301","201302","N","N","N","Y","N","N","N","N"
2012-08-10 00:00:00.000,2012,"CY 2012","CY 12",3,"Quarter 3","Q3","Q3, CY 12",8,"August","Aug","Aug-12",2012-08-06 00:00:00.000,"6-Aug-12",33,2012-08-12 00:00:00.000,"12-Aug-12",33,223,10,5,6,"10-Aug-12","Friday","Fri",2013,"FY 2013","FY 13",1,"Quarter 1","Q1","Q1, FY 13",2,"201203","201208","20120806","20120812","20120810","201301","201302","N","N","N","Y","N","N","N","N"
2012-08-17 00:00:00.000,2012,"CY 2012","CY 12",3,"Quarter 3","Q3","Q3, CY 12",8,"August","Aug","Aug-12",2012-08-13 00:00:00.000,"13-Aug-12",34,2012-08-19 00:00:00.000,"19-Aug-12",34,230,17,5,6,"17-Aug-12","Friday","Fri",2013,"FY 2013","FY 13",1,"Quarter 1","Q1","Q1, FY 13",2,"201203","201208","20120813","20120819","20120817","201301","201302","N","N","N","Y","N","N","N","N"
2012-08-24 00:00:00.000,2012,"CY 2012","CY 12",3,"Quarter 3","Q3","Q3, CY 12",8,"August","Aug","Aug-12",2012-08-20 00:00:00.000,"20-Aug-12",35,2012-08-26 00:00:00.000,"26-Aug-12",35,237,24,5,6,"24-Aug-12","Friday","Fri",2013,"FY 2013","FY 13",1,"Quarter 1","Q1","Q1, FY 13",2,"201203","201208","20120820","20120826","20120824","201301","201302","N","N","N","Y","N","N","N","N"
2012-08-31 00:00:00.000,2012,"CY 2012","CY 12",3,"Quarter 3","Q3","Q3, CY 12",8,"August","Aug","Aug-12",2012-08-27 00:00:00.000,"27-Aug-12",36,2012-09-02 00:00:00.000,"2-Sep-12",36,244,31,5,6,"31-Aug-12","Friday","Fri",2013,"FY 2013","FY 13",1,"Quarter 1","Q1","Q1, FY 13",2,"201203","201208","20120827","20120902","20120831","201301","201302","N","N","N","Y","N","N","N","N"
2012-09-07 00:00:00.000,2012,"CY 2012","CY 12",3,"Quarter 3","Q3","Q3, CY 12",9,"September","Sep","Sep-12",2012-09-03 00:00:00.000,"3-Sep-12",37,2012-09-09 00:00:00.000,"9-Sep-12",37,251,7,5,6,"7-Sep-12","Friday","Fri",2013,"FY 2013","FY 13",1,"Quarter 1","Q1","Q1, FY 13",3,"201203","201209","20120903","20120909","20120907","201301","201303","N","N","N","Y","N","N","N","N"
2012-09-14 00:00:00.000,2012,"CY 2012","CY 12",3,"Quarter 3","Q3","Q3, CY 12",9,"September","Sep","Sep-12",2012-09-10 00:00:00.000,"10-Sep-12",38,2012-09-16 00:00:00.000,"16-Sep-12",38,258,14,5,6,"14-Sep-12","Friday","Fri",2013,"FY 2013","FY 13",1,"Quarter 1","Q1","Q1, FY 13",3,"201203","201209","20120910","20120916","20120914","201301","201303","N","N","N","Y","N","N","N","N"
2012-09-21 00:00:00.000,2012,"CY 2012","CY 12",3,"Quarter 3","Q3","Q3, CY 12",9,"September","Sep","Sep-12",2012-09-17 00:00:00.000,"17-Sep-12",39,2012-09-23 00:00:00.000,"23-Sep-12",39,265,21,5,6,"21-Sep-12","Friday","Fri",2013,"FY 2013","FY 13",1,"Quarter 1","Q1","Q1, FY 13",3,"201203","201209","20120917","20120923","20120921","201301","201303","N","N","N","Y","N","N","N","N"
2012-09-28 00:00:00.000,2012,"CY 2012","CY 12",3,"Quarter 3","Q3","Q3, CY 12",9,"September","Sep","Sep-12",2012-09-24 00:00:00.000,"24-Sep-12",40,2012-09-30 00:00:00.000,"30-Sep-12",40,272,28,5,6,"28-Sep-12","Friday","Fri",2013,"FY 2013","FY 13",1,"Quarter 1","Q1","Q1, FY 13",3,"201203","201209","20120924","20120930","20120928","201301","201303","N","N","N","Y","N","N","N","N"
2013-07-05 00:00:00.000,2013,"CY 2013","CY 13",3,"Quarter 3","Q3","Q3, CY 13",7,"July","Jul","Jul-13",2013-07-01 00:00:00.000,"1-Jul-13",27,2013-07-07 00:00:00.000,"7-Jul-13",27,186,5,5,6,"5-Jul-13","Friday","Fri",2014,"FY 2014","FY 14",1,"Quarter 1","Q1","Q1, FY 14",1,"201303","201307","20130701","20130707","20130705","201401","201401","N","N","N","Y","N","N","N","N"
2013-07-12 00:00:00.000,2013,"CY 2013","CY 13",3,"Quarter 3","Q3","Q3, CY 13",7,"July","Jul","Jul-13",2013-07-08 00:00:00.000,"8-Jul-13",28,2013-07-14 00:00:00.000,"14-Jul-13",28,193,12,5,6,"12-Jul-13","Friday","Fri",2014,"FY 2014","FY 14",1,"Quarter 1","Q1","Q1, FY 14",1,"201303","201307","20130708","20130714","20130712","201401","201401","N","N","N","Y","N","N","N","N"
2013-07-19 00:00:00.000,2013,"CY 2013","CY 13",3,"Quarter 3","Q3","Q3, CY 13",7,"July","Jul","Jul-13",2013-07-15 00:00:00.000,"15-Jul-13",29,2013-07-21 00:00:00.000,"21-Jul-13",29,200,19,5,6,"19-Jul-13","Friday","Fri",2014,"FY 2014","FY 14",1,"Quarter 1","Q1","Q1, FY 14",1,"201303","201307","20130715","20130721","20130719","201401","201401","N","N","N","Y","N","N","N","N"
2013-07-26 00:00:00.000,2013,"CY 2013","CY 13",3,"Quarter 3","Q3","Q3, CY 13",7,"July","Jul","Jul-13",2013-07-22 00:00:00.000,"22-Jul-13",30,2013-07-28 00:00:00.000,"28-Jul-13",30,207,26,5,6,"26-Jul-13","Friday","Fri",2014,"FY 2014","FY 14",1,"Quarter 1","Q1","Q1, FY 14",1,"201303","201307","20130722","20130728","20130726","201401","201401","N","N","N","Y","N","N","N","N"
2013-08-02 00:00:00.000,2013,"CY 2013","CY 13",3,"Quarter 3","Q3","Q3, CY 13",8,"August","Aug","Aug-13",2013-07-29 00:00:00.000,"29-Jul-13",31,2013-08-04 00:00:00.000,"4-Aug-13",31,214,2,5,6,"2-Aug-13","Friday","Fri",2014,"FY 2014","FY 14",1,"Quarter 1","Q1","Q1, FY 14",2,"201303","201308","20130729","20130804","20130802","201401","201402","N","N","N","Y","N","N","N","N"
2013-08-09 00:00:00.000,2013,"CY 2013","CY 13",3,"Quarter 3","Q3","Q3, CY 13",8,"August","Aug","Aug-13",2013-08-05 00:00:00.000,"5-Aug-13",32,2013-08-11 00:00:00.000,"11-Aug-13",32,221,9,5,6,"9-Aug-13","Friday","Fri",2014,"FY 2014","FY 14",1,"Quarter 1","Q1","Q1, FY 14",2,"201303","201308","20130805","20130811","20130809","201401","201402","N","N","N","Y","N","N","N","N"
2013-08-16 00:00:00.000,2013,"CY 2013","CY 13",3,"Quarter 3","Q3","Q3, CY 13",8,"August","Aug","Aug-13",2013-08-12 00:00:00.000,"12-Aug-13",33,2013-08-18 00:00:00.000,"18-Aug-13",33,228,16,5,6,"16-Aug-13","Friday","Fri",2014,"FY 2014","FY 14",1,"Quarter 1","Q1","Q1, FY 14",2,"201303","201308","20130812","20130818","20130816","201401","201402","N","N","N","Y","N","N","N","N"
2013-08-23 00:00:00.000,2013,"CY 2013","CY 13",3,"Quarter 3","Q3","Q3, CY 13",8,"August","Aug","Aug-13",2013-08-19 00:00:00.000,"19-Aug-13",34,2013-08-25 00:00:00.000,"25-Aug-13",34,235,23,5,6,"23-Aug-13","Friday","Fri",2014,"FY 2014","FY 14",1,"Quarter 1","Q1","Q1, FY 14",2,"201303","201308","20130819","20130825","20130823","201401","201402","N","N","N","Y","N","N","N","N"
2013-08-30 00:00:00.000,2013,"CY 2013","CY 13",3,"Quarter 3","Q3","Q3, CY 13",8,"August","Aug","Aug-13",2013-08-26 00:00:00.000,"26-Aug-13",35,2013-09-01 00:00:00.000,"1-Sep-13",35,242,30,5,6,"30-Aug-13","Friday","Fri",2014,"FY 2014","FY 14",1,"Quarter 1","Q1","Q1, FY 14",2,"201303","201308","20130826","20130901","20130830","201401","201402","N","N","N","Y","N","N","N","N"
2013-09-06 00:00:00.000,2013,"CY 2013","CY 13",3,"Quarter 3","Q3","Q3, CY 13",9,"September","Sep","Sep-13",2013-09-02 00:00:00.000,"2-Sep-13",36,2013-09-08 00:00:00.000,"8-Sep-13",36,249,6,5,6,"6-Sep-13","Friday","Fri",2014,"FY 2014","FY 14",1,"Quarter 1","Q1","Q1, FY 14",3,"201303","201309","20130902","20130908","20130906","201401","201403","N","N","N","Y","N","N","N","N"
2013-09-13 00:00:00.000,2013,"CY 2013","CY 13",3,"Quarter 3","Q3","Q3, CY 13",9,"September","Sep","Sep-13",2013-09-09 00:00:00.000,"9-Sep-13",37,2013-09-15 00:00:00.000,"15-Sep-13",37,256,13,5,6,"13-Sep-13","Friday","Fri",2014,"FY 2014","FY 14",1,"Quarter 1","Q1","Q1, FY 14",3,"201303","201309","20130909","20130915","20130913","201401","201403","N","N","N","Y","N","N","N","N"
2013-09-20 00:00:00.000,2013,"CY 2013","CY 13",3,"Quarter 3","Q3","Q3, CY 13",9,"September","Sep","Sep-13",2013-09-16 00:00:00.000,"16-Sep-13",38,2013-09-22 00:00:00.000,"22-Sep-13",38,263,20,5,6,"20-Sep-13","Friday","Fri",2014,"FY 2014","FY 14",1,"Quarter 1","Q1","Q1, FY 14",3,"201303","201309","20130916","20130922","20130920","201401","201403","N","N","N","Y","N","N","N","N"
2013-09-27 00:00:00.000,2013,"CY 2013","CY 13",3,"Quarter 3","Q3","Q3, CY 13",9,"September","Sep","Sep-13",2013-09-23 00:00:00.000,"23-Sep-13",39,2013-09-29 00:00:00.000,"29-Sep-13",39,270,27,5,6,"27-Sep-13","Friday","Fri",2014,"FY 2014","FY 14",1,"Quarter 1","Q1","Q1, FY 14",3,"201303","201309","20130923","20130929","20130927","201401","201403","N","N","N","Y","N","N","N","N"
2014-07-04 00:00:00.000,2014,"CY 2014","CY 14",3,"Quarter 3","Q3","Q3, CY 14",7,"July","Jul","Jul-14",2014-06-30 00:00:00.000,"30-Jun-14",27,2014-07-06 00:00:00.000,"6-Jul-14",27,185,4,5,6,"4-Jul-14","Friday","Fri",2015,"FY 2015","FY 15",1,"Quarter 1","Q1","Q1, FY 15",1,"201403","201407","20140630","20140706","20140704","201501","201501","N","N","N","Y","N","N","N","N"
2014-07-11 00:00:00.000,2014,"CY 2014","CY 14",3,"Quarter 3","Q3","Q3, CY 14",7,"July","Jul","Jul-14",2014-07-07 00:00:00.000,"7-Jul-14",28,2014-07-13 00:00:00.000,"13-Jul-14",28,192,11,5,6,"11-Jul-14","Friday","Fri",2015,"FY 2015","FY 15",1,"Quarter 1","Q1","Q1, FY 15",1,"201403","201407","20140707","20140713","20140711","201501","201501","N","N","N","Y","N","N","N","N"
2014-07-18 00:00:00.000,2014,"CY 2014","CY 14",3,"Quarter 3","Q3","Q3, CY 14",7,"July","Jul","Jul-14",2014-07-14 00:00:00.000,"14-Jul-14",29,2014-07-20 00:00:00.000,"20-Jul-14",29,199,18,5,6,"18-Jul-14","Friday","Fri",2015,"FY 2015","FY 15",1,"Quarter 1","Q1","Q1, FY 15",1,"201403","201407","20140714","20140720","20140718","201501","201501","N","N","N","Y","N","N","N","N"
2014-07-25 00:00:00.000,2014,"CY 2014","CY 14",3,"Quarter 3","Q3","Q3, CY 14",7,"July","Jul","Jul-14",2014-07-21 00:00:00.000,"21-Jul-14",30,2014-07-27 00:00:00.000,"27-Jul-14",30,206,25,5,6,"25-Jul-14","Friday","Fri",2015,"FY 2015","FY 15",1,"Quarter 1","Q1","Q1, FY 15",1,"201403","201407","20140721","20140727","20140725","201501","201501","N","N","N","Y","N","N","N","N"
